set NODES := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76;
set NODOS_SIN0 := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76;
set Vendedores := 1 2;
param mmin := 30;
param mmax := 50;
param dist :=
[0,0] 0.0
[0,1] 0.0
[0,2] 1118.03
[0,3] 3621.12
[0,4] 3891.34
[0,5] 5205.85
[0,6] 4884.33
[0,7] 4650.0
[0,8] 4975.19
[0,9] 6247.6
[0,10] 6408.0
[0,11] 8009.31
[0,12] 7803.15
[0,13] 8500.0
[0,14] 8664.44
[0,15] 9414.48
[0,16] 9521.69
[0,17] 9030.64
[0,18] 9408.11
[0,19] 6180.01
[0,20] 5561.03
[0,21] 3832.75
[0,22] 3050.0
[0,23] 1931.32
[0,24] 4750.0
[0,25] 4366.06
[0,26] 6791.54
[0,27] 7403.04
[0,28] 8290.92
[0,29] 7409.63
[0,30] 6647.18
[0,31] 6524.19
[0,32] 8487.93
[0,33] 8984.71
[0,34] 10286.23
[0,35] 9587.79
[0,36] 9737.17
[0,37] 9637.69
[0,38] 11029.28
[0,39] 11416.0
[0,40] 11536.46
[0,41] 12092.35
[0,42] 9793.11
[0,43] 9080.89
[0,44] 8508.97
[0,45] 7800.0
[0,46] 6587.3
[0,47] 9500.0
[0,48] 9055.39
[0,49] 11147.31
[0,50] 11814.93
[0,51] 12470.08
[0,52] 11448.74
[0,53] 10576.98
[0,54] 10271.44
[0,55] 12254.9
[0,56] 12865.17
[0,57] 13877.65
[0,58] 12964.84
[0,59] 12747.55
[0,60] 12482.89
[0,61] 14134.44
[0,62] 14666.71
[0,63] 15157.59
[0,64] 15781.71
[0,65] 14097.61
[0,66] 13383.76
[0,67] 13237.82
[0,68] 12550.0
[0,69] 11321.66
[0,70] 16269.3
[0,71] 17936.83
[0,72] 18830.83
[0,73] 18985.52
[0,74] 10467.57
[0,75] 3605.55
[0,76] 3716.18
[1,0] 0.0
[1,1] 0.0
[1,2] 1118.03
[1,3] 3621.12
[1,4] 3891.34
[1,5] 5205.85
[1,6] 4884.33
[1,7] 4650.0
[1,8] 4975.19
[1,9] 6247.6
[1,10] 6408.0
[1,11] 8009.31
[1,12] 7803.15
[1,13] 8500.0
[1,14] 8664.44
[1,15] 9414.48
[1,16] 9521.69
[1,17] 9030.64
[1,18] 9408.11
[1,19] 6180.01
[1,20] 5561.03
[1,21] 3832.75
[1,22] 3050.0
[1,23] 1931.32
[1,24] 4750.0
[1,25] 4366.06
[1,26] 6791.54
[1,27] 7403.04
[1,28] 8290.92
[1,29] 7409.63
[1,30] 6647.18
[1,31] 6524.19
[1,32] 8487.93
[1,33] 8984.71
[1,34] 10286.23
[1,35] 9587.79
[1,36] 9737.17
[1,37] 9637.69
[1,38] 11029.28
[1,39] 11416.0
[1,40] 11536.46
[1,41] 12092.35
[1,42] 9793.11
[1,43] 9080.89
[1,44] 8508.97
[1,45] 7800.0
[1,46] 6587.3
[1,47] 9500.0
[1,48] 9055.39
[1,49] 11147.31
[1,50] 11814.93
[1,51] 12470.08
[1,52] 11448.74
[1,53] 10576.98
[1,54] 10271.44
[1,55] 12254.9
[1,56] 12865.17
[1,57] 13877.65
[1,58] 12964.84
[1,59] 12747.55
[1,60] 12482.89
[1,61] 14134.44
[1,62] 14666.71
[1,63] 15157.59
[1,64] 15781.71
[1,65] 14097.61
[1,66] 13383.76
[1,67] 13237.82
[1,68] 12550.0
[1,69] 11321.66
[1,70] 16269.3
[1,71] 17936.83
[1,72] 18830.83
[1,73] 18985.52
[1,74] 10467.57
[1,75] 3605.55
[1,76] 3716.18
[2,0] 1118.03
[2,1] 1118.03
[2,2] 0.0
[2,3] 2926.17
[2,4] 3360.43
[2,5] 4555.53
[2,6] 4049.15
[2,7] 3684.09
[2,8] 3950.0
[2,9] 5392.82
[2,10] 5640.26
[2,11] 7204.38
[2,12] 6894.0
[2,13] 7516.65
[2,14] 7650.0
[2,15] 8501.91
[2,16] 8660.98
[2,17] 8297.74
[2,18] 8727.11
[2,19] 5765.63
[2,20] 5091.66
[2,21] 4200.0
[2,22] 3688.16
[2,23] 2860.07
[2,24] 5344.39
[2,25] 4750.0
[2,26] 6806.25
[2,27] 7463.58
[2,28] 8193.98
[2,29] 7224.38
[2,30] 6394.14
[2,31] 6177.78
[2,32] 8175.88
[2,33] 8730.69
[2,34] 9915.17
[2,35] 9127.63
[2,36] 9154.92
[2,37] 9004.72
[2,38] 10490.23
[2,39] 10928.17
[2,40] 11186.6
[2,41] 11773.91
[2,42] 9782.89
[2,43] 9067.11
[2,44] 8950.0
[2,45] 8360.02
[2,46] 7252.07
[2,47] 10049.88
[2,48] 9500.0
[2,49] 11367.17
[2,50] 12051.66
[2,51] 12595.83
[2,52] 11537.45
[2,53] 10645.3
[2,54] 10288.46
[2,55] 12236.52
[2,56] 12874.88
[2,57] 13778.36
[2,58] 12815.04
[2,59] 12500.0
[2,60] 12197.23
[2,61] 13890.01
[2,62] 14455.54
[2,63] 15051.66
[2,64] 15691.16
[2,65] 14258.07
[2,66] 13550.83
[2,67] 13700.0
[2,68] 13088.26
[2,69] 11921.83
[2,70] 16886.09
[2,71] 17993.89
[2,72] 18784.3
[2,73] 18923.53
[2,74] 9360.56
[2,75] 3640.05
[2,76] 3828.84
[3,0] 3621.12
[3,1] 3621.12
[3,2] 2926.17
[3,3] 0.0
[3,4] 700.0
[3,5] 1629.44
[3,6] 1367.75
[3,7] 1627.88
[3,8] 2193.17
[3,9] 2700.0
[3,10] 2789.27
[3,11] 4398.17
[3,12] 4307.03
[3,13] 5168.41
[3,14] 5440.59
[3,15] 5900.0
[3,16] 5941.38
[3,17] 5413.41
[3,18] 5813.78
[3,19] 3001.67
[3,20] 2289.65
[3,21] 3572.46
[3,22] 3962.95
[3,23] 4208.62
[3,24] 5022.45
[3,25] 3990.61
[3,26] 4750.0
[3,27] 5450.0
[3,28] 5817.52
[3,29] 4739.91
[3,30] 3842.2
[3,31] 3488.91
[3,32] 5463.74
[3,33] 6082.15
[3,34] 7109.95
[3,35] 6255.95
[3,36] 6230.97
[3,37] 6079.68
[3,38] 7574.46
[3,39] 8031.97
[3,40] 8390.02
[3,41] 9003.47
[3,42] 7501.5
[3,43] 6806.61
[3,44] 7747.58
[3,45] 7536.08
[3,46] 6850.18
[3,47] 9080.89
[3,48] 8271.18
[3,49] 9500.0
[3,50] 10200.0
[3,51] 10495.57
[3,52] 9390.83
[3,53] 8485.28
[3,54] 8041.14
[3,55] 9876.23
[3,56] 10551.3
[3,57] 11264.28
[3,58] 10239.55
[3,59] 9801.15
[3,60] 9457.8
[3,61] 11183.02
[3,62] 11783.46
[3,63] 12514.19
[3,64] 13170.04
[3,65] 12192.62
[3,66] 11512.71
[3,67] 12345.55
[3,68] 11958.47
[3,69] 11011.93
[3,70] 15890.64
[3,71] 15686.7
[3,72] 16304.37
[3,73] 16419.88
[3,74] 7864.64
[3,75] 6470.9
[3,76] 6689.73
[4,0] 3891.34
[4,1] 3891.34
[4,2] 3360.43
[4,3] 700.0
[4,4] 0.0
[4,5] 1368.89
[4,6] 1628.05
[4,7] 2163.33
