set NODES := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51;
set NODOS_SIN0 := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51;
set Vendedores := 1 2;
param mmin := 23;
param mmax := 27;
param dist :=
[0,0] 0.0
[0,1] 63.82
[0,2] 69.3
[0,3] 82.46
[0,4] 32.8
[0,5] 50.0
[0,6] 51.48
[0,7] 65.25
[0,8] 69.32
[0,9] 61.59
[0,10] 55.15
[0,11] 58.69
[0,12] 44.55
[0,13] 25.5
[0,14] 43.68
[0,15] 39.4
[0,16] 66.22
[0,17] 35.47
[0,18] 37.12
[0,19] 18.38
[0,20] 81.32
[0,21] 74.89
[0,22] 70.8
[0,23] 59.2
[0,24] 52.61
[0,25] 38.64
[0,26] 73.16
[0,27] 56.6
[0,28] 79.61
[0,29] 75.29
[0,30] 63.98
[0,31] 78.29
[0,32] 59.67
[0,33] 47.07
[0,34] 69.35
[0,35] 88.39
[0,36] 93.43
[0,37] 38.83
[0,38] 57.01
[0,39] 60.88
[0,40] 7.81
[0,41] 19.72
[0,42] 23.26
[0,43] 64.2
[0,44] 33.54
[0,45] 40.26
[0,46] 50.45
[0,47] 40.61
[0,48] 60.42
[0,49] 55.57
[0,50] 67.12
[0,51] 50.0
[1,0] 63.82
[1,1] 0.0
[1,2] 12.37
[1,3] 19.21
[1,4] 31.06
[1,5] 22.2
[1,6] 16.76
[1,7] 22.83
[1,8] 11.66
[1,9] 24.21
[1,10] 34.01
[1,11] 12.08
[1,12] 20.88
[1,13] 41.87
[1,14] 26.93
[1,15] 36.01
[1,16] 18.6
[1,17] 30.68
[1,18] 27.59
[1,19] 45.79
[1,20] 20.88
[1,21] 26.93
[1,22] 7.07
[1,23] 21.59
[1,24] 29.0
[1,25] 33.11
[1,26] 18.87
[1,27] 8.06
[1,28] 16.16
[1,29] 21.38
[1,30] 32.65
[1,31] 17.0
[1,32] 6.08
[1,33] 42.95
[1,34] 30.61
[1,35] 27.31
[1,36] 31.06
[1,37] 30.41
[1,38] 18.79
[1,39] 43.05
[1,40] 56.04
[1,41] 44.2
[1,42] 44.94
[1,43] 34.18
[1,44] 37.66
[1,45] 42.05
[1,46] 13.93
[1,47] 23.32
[1,48] 12.37
[1,49] 26.4
[1,50] 24.21
[1,51] 13.89
[2,0] 69.3
[2,1] 12.37
[2,2] 0.0
[2,3] 15.3
[2,4] 37.01
[2,5] 21.02
[2,6] 28.07
[2,7] 34.93
[2,8] 22.2
[2,9] 16.28
[2,10] 28.07
[2,11] 10.63
[2,12] 24.76
[2,13] 50.12
[2,14] 37.66
[2,15] 35.47
[2,16] 8.54
[2,17] 34.06
[2,18] 35.78
[2,19] 50.91
[2,20] 12.04
[2,21] 14.76
[2,22] 10.63
[2,23] 33.96
[2,24] 41.11
[2,25] 43.42
[2,26] 29.07
[2,27] 19.03
[2,28] 18.97
[2,29] 9.06
[2,30] 23.77
[2,31] 23.32
[2,32] 11.4
[2,33] 39.12
[2,34] 20.0
[2,35] 19.1
[2,36] 24.41
[2,37] 31.91
[2,38] 14.56
[2,39] 35.44
[2,40] 61.52
[2,41] 50.45
[2,42] 48.01
[2,43] 46.49
[2,44] 38.95
[2,45] 40.26
[2,46] 19.72
[2,47] 29.41
[2,48] 24.74
[2,49] 21.02
[2,50] 13.89
[2,51] 21.02
[3,0] 82.46
[3,1] 19.21
[3,2] 15.3
[3,3] 0.0
[3,4] 49.68
[3,5] 36.06
[3,6] 35.36
[3,7] 35.01
[3,8] 21.1
[3,9] 31.0
[3,10] 43.01
[3,11] 25.08
[3,12] 38.28
[3,13] 61.07
[3,14] 45.65
[3,15] 50.6
[3,16] 23.0
[3,17] 48.02
[3,18] 46.75
[3,19] 64.2
[3,20] 7.81
[3,21] 24.17
[3,22] 12.21
[3,23] 36.67
[3,24] 45.61
[3,25] 51.97
[3,26] 25.32
[3,27] 27.2
[3,28] 9.49
[3,29] 17.09
[3,30] 37.48
[3,31] 15.81
[3,32] 22.8
[3,33] 54.33
[3,34] 32.28
[3,35] 10.05
[3,36] 12.08
[3,37] 46.52
[3,38] 29.83
[3,39] 49.5
[3,40] 74.65
[3,41] 63.03
[3,42] 62.27
[3,43] 47.0
[3,44] 53.71
[3,45] 55.54
[3,46] 32.02
[3,47] 41.87
[3,48] 28.46
[3,49] 36.22
[3,50] 27.29
[3,51] 32.56
[4,0] 32.8
[4,1] 31.06
[4,2] 37.01
[4,3] 49.68
[4,4] 0.0
[4,5] 20.4
[4,6] 21.02
[4,7] 37.12
[4,8] 37.64
[4,9] 32.76
[4,10] 31.4
[4,11] 26.63
[4,12] 12.53
[4,13] 15.03
[4,14] 17.89
[4,15] 18.87
[4,16] 35.34
[4,17] 7.62
[4,18] 7.62
[4,19] 14.76
[4,20] 48.92
[4,21] 44.94
[4,22] 38.01
[4,23] 31.26
[4,24] 28.64
[4,25] 17.69
[4,26] 42.58
[4,27] 24.17
[4,28] 47.01
[4,29] 43.91
[4,30] 38.01
[4,31] 46.24
[4,32] 26.91
[4,33] 30.53
[4,34] 41.59
[4,35] 55.97
[4,36] 60.81
[4,37] 12.65
[4,38] 26.57
[4,39] 40.52
[4,40] 25.0
[4,41] 13.45
[4,42] 16.03
[4,43] 40.85
[4,44] 14.87
[4,45] 24.84
[4,46] 17.69
[4,47] 7.81
[4,48] 29.43
[4,49] 28.07
[4,50] 37.64
[4,51] 17.2
[5,0] 50.0
[5,1] 22.2
[5,2] 21.02
[5,3] 36.06
[5,4] 20.4
[5,5] 0.0
[5,6] 25.5
[5,7] 40.22
[5,8] 33.24
[5,9] 12.37
[5,10] 14.21
[5,11] 11.18
[5,12] 9.22
[5,13] 35.36
[5,14] 30.46
[5,15] 14.56
[5,16] 16.28
[5,17] 14.76
[5,18] 23.19
[5,19] 31.91
[5,20] 32.76
[5,21] 25.06
[5,22] 27.07
[5,23] 36.12
[5,24] 38.83
[5,25] 33.96
[5,26] 40.16
[5,27] 20.59
[5,28] 37.12
[5,29] 25.46
[5,30] 18.25
[5,31] 39.12
[5,32] 16.12
[5,33] 20.88
[5,34] 21.21
[5,35] 39.66
[5,36] 45.28
[5,37] 11.31
[5,38] 7.07
[5,39] 24.21
[5,40] 42.44
[5,41] 32.7
[5,42] 27.59
[5,43] 48.8
[5,44] 18.03
[5,45] 20.02
[5,46] 12.04
[5,47] 15.13
[5,48] 29.15
